id,year,rank,school,games,wins,losses,win_percentage,conference_wins,conference_losses,home_wins,home_losses,away_wins,away_losses,offensive_rating,defensive_rating,net_rating,field_goals,field_goal_attempts,field_goal_percentage,3_pointers,3_pointer_attempts,3_pointer_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,opponent_points,simple_rating,point_diff,assist_turnover_ratio,home_win_pct,away_win_pct,home_advantage,conf_win_pct,scoring_efficiency,defensive_pressure
408,2018,9,Butler,21,28,21,0.481,13,12,17.0,3.0,5.0,7.0,103.6,102.1,0.4,23.3,49.0,0.399,9.9,12.9,0.362,0.507,13.8,20.0,0.649,12.3,27.7,15.3,5.4,5.0,10.9,21.7,66.8,62.9,0.0,3.8999999999999986,1.4036697247706422,0.85,0.4166666666666667,0.4333333333333333,0.52,1.363265306122449,10.4
139,1981,13,West Virginia,34,32,19,0.875,6,7,16.0,1.0,3.0,2.0,96.0,99.3,0.0,25.0,59.1,0.52,10.5,16.2,0.418,0.465,11.4,16.1,0.759,11.4,31.5,10.8,7.5,3.3,12.2,20.4,68.1,62.6,7.08,5.499999999999993,0.8852459016393444,0.9411764705882353,0.6,0.3411764705882353,0.46153846153846156,1.1522842639593907,10.8
30,2014,15,Notre Dame,25,27,13,0.919,15,19,9.0,8.0,6.0,8.0,98.4,94.7,1.7,23.8,52.7,0.475,9.1,13.6,0.296,0.538,19.1,25.4,0.729,14.0,42.3,13.2,10.6,2.6,18.2,24.2,79.2,75.3,12.84,3.9000000000000057,0.7252747252747253,0.5294117647058824,0.42857142857142855,0.10084033613445381,0.4411764705882353,1.5028462998102468,13.2
493,1990,14,St. John's (NY),33,25,17,0.649,15,9,7.0,9.0,2.0,11.0,99.5,101.0,9.6,26.8,63.9,0.517,7.5,17.0,0.294,0.465,11.4,25.4,0.582,8.2,33.7,12.6,6.6,5.4,14.7,19.8,67.3,69.7,6.62,-2.4000000000000057,0.8571428571428572,0.4375,0.15384615384615385,0.28365384615384615,0.625,1.0532081377151798,12.0
168,1988,7,Virginia Tech,39,29,25,0.655,4,18,14.0,2.0,9.0,9.0,116.9,97.1,9.9,22.7,59.7,0.467,6.4,8.5,0.377,0.531,16.1,26.6,0.628,12.9,32.3,12.9,4.8,3.8,15.6,17.5,70.3,59.6,5.55,10.699999999999996,0.826923076923077,0.875,0.5,0.375,0.18181818181818182,1.1775544388609713,8.6
302,2014,1,West Virginia,25,23,13,0.263,4,8,12.0,10.0,6.0,12.0,99.8,97.6,8.9,26.9,61.4,0.516,7.4,12.3,0.449,0.527,14.9,26.2,0.716,10.4,38.5,15.6,4.7,8.1,19.2,18.6,63.8,64.2,13.0,-0.4000000000000057,0.8125,0.5454545454545454,0.3333333333333333,0.2121212121212121,0.3333333333333333,1.0390879478827362,12.8
262,2011,14,Villanova,35,26,5,0.424,3,18,18.0,5.0,10.0,9.0,89.4,97.3,1.2,25.1,63.3,0.505,4.1,25.9,0.271,0.489,13.2,26.4,0.722,9.5,39.6,14.3,13.1,3.4,13.2,22.8,69.4,66.3,13.22,3.1000000000000085,1.0833333333333335,0.782608695652174,0.5263157894736842,0.25629290617848977,0.14285714285714285,1.0963665086887837,16.5
429,2020,8,Rutgers,38,8,23,0.676,0,14,10.0,10.0,4.0,1.0,99.6,105.4,16.6,28.2,61.0,0.543,1.8,18.4,0.361,0.46,16.7,29.0,0.681,9.4,35.7,12.7,13.1,3.1,13.9,18.8,60.0,61.3,0.0,-1.2999999999999972,0.9136690647482013,0.5,0.8,-0.30000000000000004,0.0,0.9836065573770492,16.2
241,2001,4,Pitt,38,8,6,0.794,15,7,17.0,3.0,10.0,2.0,102.7,104.9,0.0,28.5,60.0,0.439,9.6,19.7,0.321,0.483,13.1,25.4,0.602,10.7,32.8,18.6,12.3,4.4,20.9,23.9,75.9,76.1,18.17,-0.19999999999998863,0.8899521531100479,0.85,0.8333333333333334,0.016666666666666607,0.6818181818181818,1.2650000000000001,16.700000000000003
393,1984,16,UConn,35,36,4,0.588,4,16,17.0,2.0,1.0,12.0,98.6,95.4,21.6,30.1,62.1,0.518,2.7,13.3,0.296,0.516,10.9,29.2,0.704,12.2,41.1,14.9,4.7,8.5,14.0,22.1,84.4,75.5,8.94,8.900000000000006,1.0642857142857143,0.8947368421052632,0.07692307692307693,0.8178137651821862,0.2,1.359098228663446,13.2
336,1980,15,Louisville,28,26,10,0.552,4,6,19.0,4.0,6.0,12.0,102.9,101.5,3.5,27.6,53.8,0.48,4.4,29.3,0.283,0.496,14.0,21.2,0.654,15.0,29.8,10.7,12.3,5.0,14.7,23.0,78.2,53.5,12.01,24.700000000000003,0.7278911564625851,0.8260869565217391,0.3333333333333333,0.4927536231884058,0.4,1.4535315985130113,17.3
137,1991,11,Creighton,34,24,7,0.606,5,3,9.0,2.0,10.0,1.0,106.4,100.0,0.0,23.0,57.8,0.484,7.1,27.5,0.367,0.473,14.9,13.3,0.732,11.5,27.7,14.9,5.1,4.5,12.5,17.2,79.7,63.6,16.24,16.1,1.192,0.8181818181818182,0.9090909090909091,-0.09090909090909083,0.625,1.378892733564014,9.6
207,2002,12,West Virginia,41,15,18,0.857,15,8,6.0,3.0,7.0,8.0,108.4,93.6,2.8,22.5,52.1,0.432,8.1,17.9,0.379,0.477,11.8,18.1,0.695,12.6,38.1,13.1,9.5,3.0,10.1,25.3,73.3,66.2,10.08,7.099999999999994,1.297029702970297,0.6666666666666666,0.4666666666666667,0.19999999999999996,0.6521739130434783,1.4069097888675623,12.5
163,1983,9,Georgetown,31,15,7,0.697,2,18,4.0,6.0,1.0,2.0,110.3,95.6,7.6,26.7,54.9,0.463,3.6,14.6,0.421,0.487,20.1,17.6,0.714,9.1,29.8,17.6,7.7,6.2,14.5,15.9,71.6,64.3,20.3,7.299999999999997,1.213793103448276,0.4,0.3333333333333333,0.06666666666666671,0.1,1.3041894353369763,13.9
72,1994,12,Marquette,19,9,19,0.921,2,3,19.0,5.0,7.0,1.0,100.8,98.8,0.0,28.7,66.8,0.461,7.4,23.5,0.35,0.471,17.7,18.4,0.694,10.7,43.4,14.7,9.8,3.0,16.1,19.4,75.5,62.6,7.57,12.899999999999999,0.9130434782608694,0.7916666666666666,0.875,-0.08333333333333337,0.4,1.1302395209580838,12.8
179,2005,15,Providence,35,27,25,0.571,8,13,9.0,6.0,1.0,3.0,103.6,99.2,0.0,24.0,61.8,0.49,8.2,16.8,0.344,0.464,9.7,26.8,0.593,8.5,34.3,12.9,8.1,6.1,14.8,15.4,68.2,58.0,9.2,10.200000000000003,0.8716216216216216,0.6,0.25,0.35,0.38095238095238093,1.103559870550162,14.2
105,1991,8,Seton Hall,33,32,6,0.71,16,7,2.0,0.0,3.0,6.0,104.1,97.1,6.6,21.4,59.7,0.431,8.8,19.3,0.373,0.529,12.9,20.1,0.626,9.1,37.8,13.8,4.8,8.8,11.1,13.8,63.8,68.7,14.05,-4.900000000000006,1.2432432432432434,1.0,0.3333333333333333,0.6666666666666667,0.6956521739130435,1.0686767169179228,13.600000000000001
401,2021,8,Boston College,28,19,6,0.263,15,10,12.0,8.0,4.0,11.0,106.1,95.4,0.0,23.6,59.3,0.487,10.3,12.4,0.39,0.544,18.8,28.2,0.624,9.6,34.3,17.4,10.3,5.2,17.6,22.0,64.3,66.3,6.19,-2.0,0.9886363636363634,0.6,0.26666666666666666,0.3333333333333333,0.6,1.0843170320404723,15.5
195,2008,5,Marquette,30,22,20,0.296,17,16,13.0,1.0,7.0,5.0,111.0,92.4,2.6,29.4,55.2,0.43,5.4,27.5,0.291,0.537,20.6,18.0,0.673,14.7,38.8,18.9,12.3,2.9,16.7,16.2,60.0,73.9,18.81,-13.900000000000006,1.1317365269461077,0.9285714285714286,0.5833333333333334,0.34523809523809523,0.5151515151515151,1.0869565217391304,15.200000000000001
309,2007,16,Georgetown,21,6,3,0.69,7,9,18.0,4.0,0.0,5.0,114.0,97.7,0.0,27.7,61.0,0.509,8.3,26.4,0.312,0.476,19.4,25.5,0.735,16.8,39.7,14.2,7.1,5.4,10.4,21.3,77.3,76.9,13.71,0.3999999999999915,1.3653846153846152,0.8181818181818182,0.0,0.8181818181818182,0.4375,1.2672131147540984,12.5
450,1985,12,Cincinnati,19,18,23,0.688,8,6,5.0,0.0,1.0,11.0,95.8,95.9,0.0,23.3,62.4,0.487,8.3,17.2,0.375,0.464,17.1,25.2,0.775,14.0,37.9,16.3,11.6,6.4,9.1,15.8,70.1,64.7,12.13,5.3999999999999915,1.7912087912087913,1.0,0.08333333333333333,0.9166666666666666,0.5714285714285714,1.123397435897436,18.0
80,1983,8,Miami (FL),33,18,4,0.788,13,5,12.0,10.0,2.0,1.0,104.1,109.1,2.7,24.7,64.3,0.487,5.7,16.3,0.429,0.568,18.6,20.7,0.686,9.4,35.5,20.8,7.3,2.7,14.4,18.7,65.4,70.8,7.04,-5.3999999999999915,1.4444444444444444,0.5454545454545454,0.6666666666666666,-0.12121212121212122,0.7222222222222222,1.0171073094867809,10.0
371,2018,10,Providence,29,22,10,0.917,9,17,18.0,10.0,9.0,1.0,108.8,89.0,0.0,25.4,58.5,0.533,6.9,21.7,0.395,0.465,21.6,25.5,0.696,13.8,31.4,11.6,7.0,9.1,16.5,17.2,70.6,68.1,26.64,2.5,0.703030303030303,0.6428571428571429,0.9,-0.2571428571428571,0.34615384615384615,1.2068376068376068,16.1
146,2011,1,Marquette,25,21,12,0.533,13,4,15.0,5.0,1.0,3.0,104.0,101.5,0.0,27.9,55.8,0.438,8.4,3.3,0.36,0.528,22.5,30.9,0.67,9.6,41.2,14.9,8.6,3.7,12.8,16.8,85.3,69.5,9.39,15.799999999999997,1.1640625,0.75,0.25,0.5,0.7647058823529411,1.528673835125448,12.3
159,1993,5,Butler,28,5,19,0.194,8,5,5.0,3.0,3.0,7.0,97.1,101.9,1.3,23.3,52.2,0.44,9.9,12.7,0.343,0.475,11.0,26.0,0.736,14.9,39.5,11.2,7.5,3.3,12.3,23.1,64.3,71.8,19.31,-7.5,0.9105691056910568,0.625,0.3,0.325,0.6153846153846154,1.2318007662835249,10.8
94,2008,1,Creighton,31,10,24,0.838,0,4,5.0,11.0,5.0,11.0,97.8,92.1,7.0,28.3,51.3,0.464,9.1,24.5,0.349,0.486,14.3,24.7,0.602,8.3,35.9,15.4,5.3,5.4,12.5,23.7,72.7,63.8,5.38,8.900000000000006,1.232,0.3125,0.3125,0.0,0.0,1.4171539961013646,10.7
325,1980,11,Xavier,29,16,23,0.571,16,2,2.0,4.0,9.0,7.0,98.9,101.8,0.0,24.0,59.4,0.461,6.8,21.4,0.313,0.541,16.5,18.9,0.656,11.1,39.8,16.5,7.9,5.9,19.1,18.8,68.4,74.3,11.37,-5.8999999999999915,0.8638743455497382,0.3333333333333333,0.5625,-0.22916666666666669,0.8888888888888888,1.1515151515151516,13.8
372,2005,1,Villanova,41,16,17,0.419,15,11,6.0,11.0,0.0,6.0,104.1,104.4,0.0,21.3,60.9,0.49,10.5,19.8,0.311,0.559,20.0,15.6,0.711,18.6,30.3,15.5,6.8,2.3,19.1,28.4,70.9,69.6,10.43,1.3000000000000114,0.8115183246073298,0.35294117647058826,0.0,0.35294117647058826,0.5769230769230769,1.1642036124794746,9.1
366,1981,15,UConn,29,33,14,0.811,11,9,17.0,7.0,3.0,9.0,101.8,90.3,21.3,22.6,49.0,0.502,10.0,19.4,0.449,0.522,12.4,19.0,0.741,11.5,36.7,13.1,10.5,5.2,17.0,16.6,68.6,72.8,11.84,-4.200000000000003,0.7705882352941176,0.7083333333333334,0.25,0.45833333333333337,0.55,1.4,15.7
398,2003,13,UConn,35,27,17,0.618,9,5,19.0,11.0,4.0,1.0,102.2,98.8,5.5,25.6,64.6,0.429,2.6,22.4,0.398,0.465,19.8,18.4,0.805,14.7,35.3,12.5,8.7,5.5,11.1,19.3,84.7,63.5,15.77,21.200000000000003,1.1261261261261262,0.6333333333333333,0.8,-0.16666666666666674,0.6428571428571429,1.3111455108359136,14.2
367,2004,1,Marquette,19,31,14,0.448,1,8,16.0,1.0,3.0,11.0,103.1,98.6,1.3,21.0,53.2,0.422,3.5,15.8,0.367,0.527,16.0,15.8,0.672,14.4,36.0,14.3,5.6,4.8,19.7,19.4,83.5,67.4,16.27,16.099999999999994,0.7258883248730965,0.9411764705882353,0.21428571428571427,0.726890756302521,0.1111111111111111,1.5695488721804511,10.399999999999999
300,2008,4,Seton Hall,38,6,2,0.464,10,11,15.0,4.0,4.0,11.0,109.8,103.7,12.8,24.0,54.0,0.439,9.7,20.4,0.362,0.595,17.7,24.4,0.702,10.2,33.6,11.0,6.5,6.0,15.6,20.8,58.8,61.5,10.75,-2.700000000000003,0.7051282051282052,0.7894736842105263,0.26666666666666666,0.5228070175438597,0.47619047619047616,1.0888888888888888,12.5
276,2005,5,Seton Hall,37,18,5,0.618,10,14,13.0,6.0,4.0,1.0,106.2,104.9,0.0,30.8,57.5,0.467,8.5,22.3,0.34,0.54,18.5,25.6,0.754,12.6,34.5,13.6,4.5,5.9,15.1,18.9,60.7,71.3,7.53,-10.599999999999994,0.9006622516556292,0.6842105263157895,0.8,-0.11578947368421055,0.4166666666666667,1.0556521739130436,10.4
272,1988,4,UConn,30,28,23,0.273,13,16,13.0,10.0,7.0,8.0,104.9,99.9,10.8,26.5,54.9,0.525,8.5,24.0,0.315,0.509,13.1,25.1,0.77,14.0,34.8,17.2,8.6,4.6,18.7,18.4,61.9,64.7,9.2,-2.8000000000000043,0.9197860962566845,0.5652173913043478,0.4666666666666667,0.09855072463768111,0.4482758620689655,1.127504553734062,13.2
39,2001,16,Providence,40,33,20,0.259,10,10,7.0,4.0,5.0,5.0,97.3,100.5,13.7,24.9,56.7,0.464,9.7,25.3,0.29,0.523,18.5,21.3,0.648,8.2,36.1,10.9,5.4,8.9,9.8,17.1,67.7,75.0,11.68,-7.299999999999997,1.1122448979591837,0.6363636363636364,0.5,0.13636363636363635,0.5,1.1940035273368608,14.3
15,2005,5,Miami (FL),40,23,24,0.742,4,8,14.0,2.0,6.0,11.0,107.5,89.6,7.5,25.9,54.3,0.479,4.8,25.1,0.3,0.532,13.7,18.2,0.726,11.9,37.3,8.9,10.6,1.5,15.3,24.0,71.9,75.6,8.38,-3.6999999999999886,0.5816993464052288,0.875,0.35294117647058826,0.5220588235294117,0.3333333333333333,1.3241252302025786,12.1
95,2017,16,Miami (FL),36,19,15,0.438,11,13,17.0,4.0,0.0,11.0,113.6,93.6,7.9,28.5,52.1,0.436,4.2,20.7,0.352,0.537,19.8,27.3,0.648,14.2,41.3,11.8,7.3,6.4,10.3,20.9,71.1,61.0,6.08,10.099999999999994,1.145631067961165,0.8095238095238095,0.0,0.8095238095238095,0.4583333333333333,1.36468330134357,13.7
173,2002,8,Notre Dame,39,32,9,0.564,11,1,8.0,1.0,10.0,1.0,96.8,91.2,8.5,25.1,57.1,0.429,4.7,14.2,0.312,0.465,17.9,27.2,0.676,10.0,29.9,18.6,6.3,4.4,16.3,12.7,82.4,74.6,2.03,7.800000000000011,1.1411042944785277,0.8888888888888888,0.9090909090909091,-0.02020202020202022,0.9166666666666666,1.4430823117338003,10.7
282,1984,16,Pitt,41,17,12,0.333,13,4,8.0,0.0,9.0,3.0,106.4,108.9,1.2,26.2,54.5,0.508,3.7,8.3,0.397,0.522,15.2,15.7,0.616,14.1,34.5,13.6,11.6,2.8,14.7,15.9,69.2,64.9,4.06,4.299999999999997,0.9251700680272109,1.0,0.75,0.25,0.7647058823529411,1.269724770642202,14.399999999999999
291,2021,13,Pitt,32,7,2,0.25,16,4,7.0,8.0,1.0,5.0,109.6,104.1,8.6,22.8,60.6,0.472,4.0,29.0,0.417,0.506,15.2,16.0,0.692,15.4,32.6,19.7,7.7,5.9,14.7,14.7,59.0,69.4,0.0,-10.400000000000006,1.3401360544217686,0.4666666666666667,0.16666666666666666,0.30000000000000004,0.8,0.9735973597359736,13.600000000000001
146,1986,15,West Virginia,19,9,9,0.564,12,18,6.0,10.0,1.0,11.0,120.6,90.4,0.3,22.1,62.3,0.484,9.4,14.8,0.351,0.541,12.6,26.7,0.719,10.0,36.1,9.5,7.7,4.8,10.0,24.0,71.2,71.4,18.75,-0.20000000000000284,0.95,0.375,0.08333333333333333,0.2916666666666667,0.4,1.142857142857143,12.5
434,2017,14,DePaul,26,29,23,0.816,6,10,16.0,0.0,4.0,7.0,103.8,86.8,0.6,26.1,59.0,0.518,5.4,24.1,0.283,0.498,11.5,21.6,0.757,14.5,35.7,18.9,10.6,3.4,13.6,17.7,61.9,71.7,10.96,-9.800000000000004,1.3897058823529411,1.0,0.36363636363636365,0.6363636363636364,0.375,1.0491525423728814,14.0
373,1998,16,Pitt,21,10,12,0.563,14,15,7.0,2.0,1.0,2.0,94.1,102.9,11.0,26.7,50.6,0.503,5.1,30.0,0.329,0.487,13.5,17.2,0.683,14.2,38.1,12.5,5.3,4.8,12.4,18.1,62.0,65.5,14.8,-3.5,1.0080645161290323,0.7777777777777778,0.3333333333333333,0.4444444444444445,0.4827586206896552,1.225296442687747,10.1
379,1986,3,Rutgers,19,35,2,0.706,8,11,10.0,4.0,0.0,5.0,104.7,106.1,0.0,22.6,57.1,0.443,10.5,18.1,0.431,0.478,13.0,25.3,0.713,13.6,40.9,17.1,10.8,4.9,9.1,17.1,63.2,65.7,24.08,-2.5,1.8791208791208793,0.7142857142857143,0.0,0.7142857142857143,0.42105263157894735,1.106830122591944,15.700000000000001
148,1982,1,Miami (FL),28,6,23,0.919,8,6,18.0,6.0,3.0,4.0,104.2,95.4,0.0,25.3,50.6,0.477,6.2,23.4,0.333,0.522,14.5,15.4,0.636,8.3,39.6,15.8,4.0,4.6,10.1,15.3,68.6,70.7,11.83,-2.1000000000000085,1.5643564356435644,0.75,0.42857142857142855,0.32142857142857145,0.5714285714285714,1.3557312252964426,8.6
430,2014,4,Villanova,38,29,10,0.69,7,19,8.0,9.0,1.0,4.0,98.3,101.1,18.3,26.3,58.4,0.414,3.5,15.6,0.358,0.489,16.7,23.9,0.732,9.9,33.2,19.9,5.7,1.6,10.1,15.8,67.6,76.5,8.18,-8.900000000000006,1.9702970297029703,0.47058823529411764,0.2,0.27058823529411763,0.2692307692307692,1.1575342465753424,7.300000000000001
231,1985,9,West Virginia,34,8,23,0.676,3,3,7.0,4.0,7.0,5.0,103.1,93.5,0.0,32.9,54.3,0.494,5.0,19.6,0.395,0.568,12.7,16.6,0.629,15.4,33.2,15.6,7.9,6.2,12.2,14.9,83.6,66.2,16.13,17.39999999999999,1.278688524590164,0.6363636363636364,0.5833333333333334,0.05303030303030298,0.5,1.5395948434622468,14.100000000000001
234,1987,1,Miami (FL),32,13,13,0.794,9,19,13.0,3.0,4.0,3.0,94.1,96.7,0.0,31.2,50.6,0.496,2.7,11.6,0.354,0.57,15.6,21.5,0.672,14.8,34.2,12.0,12.3,6.1,17.3,21.7,68.0,77.3,11.15,-9.299999999999997,0.6936416184971098,0.8125,0.5714285714285714,0.2410714285714286,0.32142857142857145,1.3438735177865613,18.4
191,2001,7,Butler,23,23,17,0.633,2,12,7.0,8.0,7.0,2.0,102.4,109.9,2.0,21.9,63.3,0.427,8.1,22.1,0.274,0.522,14.6,16.7,0.641,12.3,32.8,19.9,6.2,1.4,8.7,20.3,78.0,58.9,11.24,19.1,2.2873563218390807,0.4666666666666667,0.7777777777777778,-0.3111111111111111,0.14285714285714285,1.2322274881516588,7.6
193,1999,3,Rutgers,37,5,24,0.452,10,12,7.0,2.0,3.0,4.0,105.6,103.2,9.3,26.8,61.3,0.482,4.1,20.7,0.379,0.541,18.6,26.2,0.781,13.1,38.7,15.6,5.4,4.9,12.2,16.6,72.6,68.5,4.16,4.099999999999994,1.278688524590164,0.7777777777777778,0.42857142857142855,0.34920634920634924,0.45454545454545453,1.1843393148450245,10.3
378,2014,7,Rutgers,40,28,6,0.529,4,16,2.0,1.0,0.0,9.0,107.3,89.6,0.2,22.9,64.4,0.475,5.7,19.0,0.377,0.538,11.2,18.6,0.639,9.3,36.7,15.4,11.0,4.4,15.6,20.2,68.4,71.1,10.64,-2.6999999999999886,0.9871794871794872,0.6666666666666666,0.0,0.6666666666666666,0.2,1.062111801242236,15.4
279,2020,7,Creighton,38,20,8,0.686,17,12,6.0,5.0,0.0,7.0,116.4,102.9,9.4,25.8,62.3,0.475,0.2,5.5,0.375,0.474,16.6,32.6,0.583,12.4,40.7,14.8,10.2,3.2,14.0,18.5,77.1,63.5,11.36,13.599999999999994,1.0571428571428572,0.5454545454545454,0.0,0.5454545454545454,0.5862068965517241,1.2375601926163724,13.399999999999999
466,1980,11,Georgetown,38,12,20,0.8,3,14,10.0,7.0,5.0,12.0,112.3,97.0,0.0,29.3,52.0,0.443,6.9,8.3,0.35,0.572,20.0,17.5,0.693,12.0,40.6,17.8,4.0,2.5,11.1,21.7,72.3,75.8,13.06,-3.5,1.6036036036036037,0.5882352941176471,0.29411764705882354,0.29411764705882354,0.17647058823529413,1.3903846153846153,6.5
281,1993,3,UConn,30,27,10,0.613,15,14,17.0,3.0,3.0,1.0,106.8,96.1,0.0,25.4,61.6,0.476,11.0,12.8,0.417,0.503,17.2,25.5,0.646,12.9,33.1,19.9,5.3,6.0,17.5,16.9,72.4,57.3,0.2,15.100000000000009,1.137142857142857,0.85,0.75,0.09999999999999998,0.5172413793103449,1.1753246753246753,11.3
486,1981,15,Butler,40,27,12,0.515,16,12,15.0,0.0,0.0,1.0,93.8,95.7,0.0,32.4,48.2,0.423,6.1,7.9,0.387,0.494,11.3,26.9,0.651,11.0,31.2,15.4,7.4,2.5,13.9,14.8,76.8,68.5,7.06,8.299999999999997,1.1079136690647482,1.0,0.0,1.0,0.5714285714285714,1.5933609958506223,9.9
392,1982,14,Virginia Tech,37,31,18,0.438,5,15,15.0,10.0,0.0,8.0,102.5,101.1,4.4,22.9,53.5,0.433,6.5,8.5,0.367,0.511,12.9,20.8,0.723,9.4,32.5,18.1,7.0,1.4,8.7,15.9,84.9,68.1,16.07,16.80000000000001,2.0804597701149428,0.6,0.0,0.6,0.25,1.5869158878504674,8.4
457,1983,8,Rutgers,40,30,10,0.686,13,18,13.0,10.0,10.0,12.0,105.1,98.2,10.2,30.1,62.4,0.473,5.2,16.5,0.271,0.532,19.4,19.5,0.675,10.4,34.0,16.7,5.6,7.3,11.7,24.2,82.8,70.0,11.87,12.799999999999997,1.4273504273504274,0.5652173913043478,0.45454545454545453,0.11067193675889325,0.41935483870967744,1.3269230769230769,12.899999999999999
335,2003,11,West Virginia,21,17,25,0.853,1,19,13.0,5.0,5.0,4.0,108.8,104.4,22.1,30.9,53.4,0.463,5.8,27.5,0.327,0.546,19.1,25.1,0.636,14.0,33.7,13.4,4.5,1.9,10.2,16.9,67.7,70.6,16.19,-2.8999999999999915,1.3137254901960786,0.7222222222222222,0.5555555555555556,0.16666666666666663,0.05,1.2677902621722847,6.4
251,2016,3,Pitt,21,10,5,0.714,6,15,9.0,0.0,6.0,11.0,109.4,99.2,5.2,28.9,52.2,0.457,7.9,23.3,0.387,0.538,10.7,22.5,0.597,17.3,32.8,18.1,10.3,3.7,15.3,22.9,79.9,74.8,6.55,5.1000000000000085,1.1830065359477124,1.0,0.35294117647058826,0.6470588235294117,0.2857142857142857,1.5306513409961686,14.0
461,2004,15,Notre Dame,32,29,23,0.595,16,7,12.0,2.0,6.0,2.0,101.7,100.8,6.4,31.3,67.9,0.457,5.4,17.8,0.287,0.475,16.8,30.0,0.655,12.5,38.9,11.5,5.7,4.2,18.3,21.9,79.7,77.1,18.84,2.6000000000000085,0.628415300546448,0.8571428571428571,0.75,0.1071428571428571,0.6956521739130435,1.1737849779086893,9.9
38,1981,5,Boston College,37,33,22,0.375,14,8,6.0,7.0,4.0,12.0,93.1,92.6,5.2,21.5,52.2,0.399,1.9,8.3,0.365,0.521,15.8,18.2,0.662,15.0,41.5,17.1,6.6,5.6,10.4,21.1,79.9,75.0,12.95,4.900000000000006,1.6442307692307694,0.46153846153846156,0.25,0.21153846153846156,0.6363636363636364,1.5306513409961686,12.2
243,1980,1,Marquette,35,27,4,0.8,3,1,12.0,11.0,6.0,12.0,96.2,100.5,0.0,22.9,58.1,0.427,10.3,22.4,0.303,0.505,20.1,28.8,0.639,14.9,35.4,17.8,7.5,9.1,19.7,20.8,78.2,65.3,6.91,12.900000000000006,0.9035532994923858,0.5217391304347826,0.3333333333333333,0.18840579710144928,0.75,1.3459552495697074,16.6
160,2013,16,West Virginia,40,34,7,0.677,14,1,12.0,2.0,8.0,6.0,102.4,97.3,14.2,26.1,58.0,0.416,9.4,15.2,0.356,0.461,11.9,32.6,0.708,16.8,34.8,16.2,11.6,4.2,15.5,23.4,77.1,62.7,7.66,14.399999999999991,1.0451612903225806,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.9333333333333333,1.329310344827586,15.8
347,1991,4,Miami (FL),37,26,24,0.636,1,19,2.0,1.0,9.0,9.0,89.6,105.9,9.3,24.2,57.8,0.497,9.7,19.1,0.347,0.52,19.1,20.4,0.702,8.9,30.6,13.9,11.4,2.7,13.7,28.4,70.1,74.1,10.31,-4.0,1.0145985401459854,0.6666666666666666,0.5,0.16666666666666663,0.05,1.21280276816609,14.100000000000001
120,2015,6,UConn,25,29,13,0.633,4,2,18.0,5.0,2.0,9.0,111.2,96.6,0.0,24.1,61.8,0.527,6.7,17.3,0.308,0.55,21.3,16.6,0.676,14.9,37.2,17.8,6.0,5.2,13.3,21.4,78.7,67.3,16.13,11.400000000000006,1.3383458646616542,0.782608695652174,0.18181818181818182,0.6007905138339922,0.6666666666666666,1.273462783171521,11.2
257,2012,14,Xavier,37,19,18,0.72,2,13,7.0,4.0,6.0,6.0,101.6,103.9,7.0,21.8,62.8,0.395,5.5,19.3,0.397,0.44,15.5,24.6,0.7,10.0,39.3,20.1,10.2,5.0,8.7,24.2,63.8,59.2,1.36,4.599999999999994,2.3103448275862073,0.6363636363636364,0.5,0.13636363636363635,0.13333333333333333,1.015923566878981,15.2
242,1993,10,Seton Hall,25,21,11,0.846,3,19,6.0,4.0,9.0,9.0,100.2,106.5,7.8,27.1,59.3,0.413,3.3,18.4,0.431,0.452,16.8,24.8,0.68,16.8,37.4,18.9,7.7,6.1,13.5,17.7,78.0,69.3,18.03,8.700000000000003,1.4,0.6,0.5,0.09999999999999998,0.13636363636363635,1.315345699831366,13.8
233,1997,8,DePaul,35,5,16,0.583,5,15,12.0,7.0,8.0,4.0,98.5,108.9,10.3,21.2,57.8,0.489,10.0,23.3,0.321,0.568,12.9,22.3,0.696,11.3,29.8,14.8,8.0,5.7,16.9,23.4,80.2,56.0,8.0,24.200000000000003,0.8757396449704143,0.631578947368421,0.6666666666666666,-0.03508771929824561,0.25,1.3875432525951559,13.7
327,1987,15,DePaul,26,24,7,0.586,9,15,19.0,8.0,10.0,1.0,95.2,96.3,10.0,29.3,61.8,0.379,4.6,14.2,0.408,0.472,10.8,19.5,0.75,11.7,43.1,15.8,4.7,4.8,14.9,18.1,66.3,71.8,18.3,-5.5,1.0604026845637584,0.7037037037037037,0.9090909090909091,-0.20538720538720534,0.375,1.0728155339805825,9.5
37,2021,1,Seton Hall,33,26,21,0.414,3,13,12.0,11.0,6.0,7.0,108.6,93.1,1.2,26.5,63.3,0.421,0.2,22.4,0.324,0.484,12.7,16.5,0.639,14.3,29.9,11.1,5.2,8.9,16.9,22.5,69.0,61.0,26.64,8.0,0.6568047337278107,0.5217391304347826,0.46153846153846156,0.06020066889632103,0.1875,1.090047393364929,14.100000000000001
